MPA,Islas_estudio,RP,SB,S,C,Estudio,Type,Grupo de estudio,Number,Topic,year,Titulo,Autor,Resumen,Indicadores 
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Manejo ANP,1,Planes de conservación ,2022,Large-Scale Marine Protected Areas by Decree: Lessons Learned from the Creation of the Revillagigedo Marine Park,A. Saenz-Arroyo y V. Camacho-Valdez ,"La creciente velocidad de establecimiento de áreas marinas protegidas a gran escala (AMPAR) a a escala mundial ha generado un intenso debate entre la comunidad científica. En este artículo revisamos la declaración del Parque Marino de Revillagigedo, la mayor reserva marina de Norteamérica, y mayor reserva marina de Norteamérica, y proponemos un marco para evaluar los costes y beneficios potenciales de una estrategia competitiva o cooperativa entre la industria atunera y el sector pesquero. entre la industria atunera y el sector conservacionista. Enmarcando los escenarios en un modelo simple del dilema del prisionero y utilizando el análisis multicriterio con Delphos -un programa multicriterio de código abierto desarrollado por ONG para la conservación de la biodiversidad-. de código abierto desarrollado por ONG para este fin- mostramos cómo los conservacionistas y los pescadores podrían obtener un beneficio potencial compitiendo por los espacios marinos, pero no tanto como podrían ganar si colaboraran. Nuestro objetivo último con este documento es recuperar las lecciones aprendidas en este para proponer un proceso paso a paso que ayude a mejorar la creación de LSMPA en el futuro, contribuyendo así a mejorar los resultados de la conservación marina a escala mundial.",Análisis multicriterio
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Mamíferos marinos,1,Bioacústica ,2022,"First report of signature whistles in an oceanic common bottlenose dolphin (Tursiops truncatus) population from Revillagigedo Archipelago, México","R.Rio, H. Rosales-Nanduca, L.A. Piuma, J.F. Piuma, M. Piuma, G.S. Redecker, L.S. Hoffmann","Este estudio es la primera descripción acústica de referencia de las poblaciones de delfín mular común (Tursiops truncatus) del Archipiélago de Revillagigedo y la primera identificación de silbidos característicos (SWs) en una población oceánica de T. truncatus. Un total del 85% (199/233) de los silbidos registrados fueron clasificados como silbidos estereotipados y posteriormente (análisis de combates/SIGID) categorizados en uno de los cinco tipos de SW. Los observadores externos estuvieron perfectamente de acuerdo en clasificar los silbidos en la categorización de TS adoptada. Los SWs representaron el 42% (98/233) del repertorio. En general, la mayoría de los tipos de silbidos se clasificaron como senoidales (80%; SW1, SW2, SW4 y SW5) con un barrido hacia abajo (20%, SW3). La isla Roca Partida tuvo el mayor número de tipos de SW. El análisis de componentes principales explicó el 77% de la varianza total de los SWs, destacando la importancia de las variables de forma/contorno en la varianza de los SWs. La media combinada de los parámetros acústicos de los SWs del Archipiélago de Revillagigedo fue superior a la registrada en las regiones costeras, lo que puede indicar que existen diferencias entre los SWs de las poblaciones pelágicas y costeras. Sin embargo, son necesarios más estudios acústicos y ecológicos en el Archipiélago para aclarar y ampliar nuestros hallazgos, para identificar a sus miembros (Foto ID y Catálogo de SWs de Revillagigedo), y para investigar este tema en otras islas oceánicas.",Marcadores acusticos 
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Contaminación,1,Microplásticos,2021,"Contamination knows no borders: Toxic organic compounds pollute plastics in the biodiversity hotspot of Revillagigedo Archipelago National Park, Mexico","T. Pelamatti *, L.M. Rios-Mendoza, E.M. Hoyos-Padilla, F. Galván-Magaña, R. De Camillis, A.J. Marmolejo-Rodríguez, R. González-Armas","La contaminación por plásticos es omnipresente y ni siquiera las islas remotas protegidas están a salvo de ella. Los desechos flotantes pueden adsorber compuestos tóxicos que se concentran en su superficie, quedando a disposición de los animales que los ingieren. Por este motivo, se realizó un estudio de referencia de la contaminación por plásticos en el remoto Archipiélago de Revillagigedo, en el Pacífico mexicano. En 47 muestras de redes de manta se encontró una media de 4,8 plásticos/1000m2, siendo el 73% de las piezas <5 mm. El polietileno y el polipropileno fueron los polímeros más comunes encontrados. El análisis químico de los contaminantes orgánicos reveló que los plaguicidas organoclorados, los hidrocarburos aromáticos policíclicos y los bifenilos policlorados están adsorbidos en los plásticos recogidos en la zona. La megafauna que se alimenta por filtración, como las ballenas jorobadas, las mantarrayas y los tiburones ballena, podría ingerir microplásticos y macroplásticos contaminados. También se encontraron plásticos en la playa, donde están disponibles para la ingestión por parte de animales terrestres, incluidas especies endémicas en peligro de extinción.","Abundancia de plásticos en volumen de agua filtrada (pp/m3), con prueba de normalidad Kolmogorov-Smirnov y homogeneidad de varianzas Fligner-Killeen"
Revillagigedo,Socorro y Benedicto,NA,SB,S,NA,Directo,Artículo,Fitoplancton,1,Diversidad ,2021,"A First Estimate of Species Diversity for Benthic Diatom Assemblages from the Revillagigedo Archipelago, Mexico","D.A. Siqueiros-Beltrones, F.O. López-Fuerte, Y. J. Martínez, and M.C. Altamirano Cerecedo","Investigaciones recientes en localidades previamente inexploradas de la costa mexicana han confirmado el alto potencial taxonómico de los conjuntos de diatomeas marinas bentónicas (BMDA) de la región. Un estudio exploratorio de diatomeas epífitas de macroalgas en el Archipiélago de Revillagigedo (AR) sugirió que estudios posteriores arrojarían muchos más taxones, lo que planteó la hipótesis de que las mediciones de diversidad, basadas en índices ecológicos, serían de las más altas en ambientes prístinos. Así, el objetivo de esta investigación fue enriquecer el registro de la florística de diatomeas epífitas del AR, y estimar la diversidad de especies en base a la teoría de la información (H?). Florísticamente, 167 taxones identificados se agregan aquí a la lista de especies del BMDA de la AR, con lo que el total asciende a 397 taxones en general, incluyendo 52 taxones que son potencialmente nuevos registros para la costa del Pacífico mexicano. Entre los géneros más conspicuos se encuentra Mastogloia con cinco nuevos taxones y sigue siendo el género más diverso con 55 taxones en total, seguido por Cocconeis (27), Nitzschia (24), Amphora (23), Navicula (19), Diploneis (17) y Grammatophora (15). Como era de esperar en un entorno prístino, los valores de diversidad de especies calculados para la BMDA fueron elevados, oscilando entre H? = 3,92-5,2, lo que indica estabilidad. Se espera que futuros estudios aumenten aún más la riqueza de especies de la BMDA para la RA",Identificación taxonómica y diversidad de especies 
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Peces_c,1,Comportamiento,2021,Quantifying the Effects of Diver Interactions on Manta Ray Behavior at Their Aggregation Sites,"M. de J. Gómez-García, M. del C. Blázquez-Moreno, J. D. Stewart, V. Leos?Barajas, I. A. Fonseca-Ponce, A.A. Zavala-Jiménez, K.Fuentes, J. Ketchum"," Las mantas raya (Mobula birostris, cf. birostris y Mobula alfredi), las mayores rayas mobúlidas, son objeto de explotación y sobrepesca en algunas partes del mundo. El turismo se ha considerado una alternativa sostenible para la conservación de estas especies y una fuente potencial de beneficios económicos para las poblaciones locales.  Sin embargo, aún se desconocen los efectos del turismo sobre estos animales altamente sociales. Las mantarrayas se agrupan en tres lugares de México: Mantarrayas oceánicas (M. birostris) en el Archipiélago de Revillagigedo y Bahía de Banderas en el Pacífico. Mantarrayas del Caribe (M. cf. birostris) en los alrededores del Parque Nacional Isla Contoy en el Caribe. Analizamos el comportamiento de las mantarrayas utilizando datos de vídeo recogidos por investigadores locales y operadores turísticos para determinar cómo les afectan los comportamientos y técnicas de los buceadores (SCUBA y buceo libre). Las actividades de los buceadores se agruparon en categorías pasivas y activas. Se describieron 16 comportamientos y se agruparon en cuatro estados de comportamiento: Direccional, errático, atracción y evasión hacia los buceadores. Modelamos la secuencia de comportamientos exhibidos por las mantarrayas mediante cadenas de Markov de primer orden. Nuestros modelos tuvieron en cuenta el comportamiento pasivo y activo de los buceadores al modelar los cambios en el comportamiento de las mantas. Las mantarrayas de Bahía de Banderas y Revillagiged mostraron una mayor frecuencia de comportamientos erráticos que en Isla Contoy, mientras que las mantarrayas de Bahía de Banderas pasaron a comportamientos de evasión con mayor frecuencia. En ambos sitios, las mantarrayas respondieron de manera similar a los buzos activos. En los sitios de buceo a pulmón, las mantarrayas de Isla Contoy mostraron evasión con menos frecuencia que en Bahía de Banderas. Los cambios en el comportamiento de las mantarrayas fueron similares en ambos sitios, pero las mantarrayas de Bahía de Banderas pasaron más a la evasión con los buzos activos. La mayor disponibilidad de alimento para las mantarrayas de Isla Contoy podría ser la razón de la menor respuesta hacia los buzos en este sitio. La existencia de estresores adicionales como el tráfico en Bahía de Banderas podría estar causando que las mantas en este sitio respondan más frecuentemente a los buzos activos. Este estudio, el primero de este tipo en mantarrayas oceánicas y del Caribe, pone de relieve que las regulaciones y el uso de las mejores prácticas son vitales para lograr encuentros más prolongados y menos molestos tanto para las mantarrayas como para los buceadores.",Modelos de Markov
Revillagigedo,Todas,RP,SB,S,C,Directo,Tesis,Mamíferos marinos,1,Bioacústica ,2021,Variación sonográfica y de composición de frases de la canción de la ballena jorobada en las regiones de Continente y Revillagigedo del Pacífico Mexicano,E. Moreno-Ponce,"Las ballenas jorobadas (Megaptera novaeangliae) como   parte   de   sus   actividades reproductivas, poseen un amplio repertorio conductual, dentro del cual uno de los despliegues más representativos son lascanciones emitidas por algunos machosadultos principalmente en agregaciones invernales de latitudes tropicales y subtropicales.  Estas canciones son un conjunto repetitivo de sonidos con  una  estructura  jerárquica  y  compleja  que  cambia progresivamente a través del tiempo. Se sabe que la estructura de la canción guarda un grado de similitud entre individuos que se concentran en una misma región y que las diferencias en las canciones de distintas poblaciones aumentan conforme aumenta la distancia geográfica entre las mismas. En  este  trabajo se  determinó  la  composición  de  sonidos  y  frases de  57canciones colectadas  durante  los  años  2003-2005  en  la  Bahía  de  Banderas y  las  aguas circundantes a la Isla Socorro. Se describió la variación de las propiedades sonográficas de los sonidos, así como  la  diversidad  de las frases que  componen  las  canciones. La mayor diversidad y riqueza de frases se encontró en la Isla Socorro en los años 2004y 2005, mientras que la mayor equidad en el uso de frases se presentó en la Bahía de Banderas en 2005. La variación en el uso de frases  fue  mayor  entre  mayor  fue  la  distancia  temporal  entre  las canciones  analizadas,  lo  cual  demuestra  la  importancia  de  la  separación  temporal  en  el cambio de la canción, anteponiéndose a la separación geográfica. La tendencia de la entropía media de  las  frases  a  aumentar  evidenció  el  cambio  constante  de  la  canción  a  través  del tiempo. Por su parte, las comparaciones acústicas entre regiones y años mostraron que los sonidos graves fueron las unidades más abundantes en la Bahía de Banderas, lo que sugiere que las ballenas que se reproducen en este sitio podrían optar por la emisión de secuencias de canto largas y graves con mayor capacidad de propagación, que les permitan aumentar la probabilidad de ser detectadas en un ambiente con una topografía heterogénea. El análisis de las características acústicasde las unidades permitió distinguir a los chillidos del resto de los sonidos por su  frecuencia,  representando  al  grupo  más  diverso.Por  tanto,  la  presente investigación aporta  al entendimiento de  la variación  y  composición  de  la  canción  de  la ballena jorobada.",Composición  de  sonidos y frases de canciones colectadas  
Revillagigedo,Roca Partida,RP,NA,NA,NA,Directo,Artículo,Mamíferos marinos,1,Biogeografía ,2021,"Presence of Guadalupe Fur Seals (Arctocephalus philippii townsendi) at Isla Roca Partida, Revillagigedo Archipelago, México","E.M. Hoyos-Padilla, J.P. Gallo-Reynoso, I.D. Barba-Acuña",N/A,Fotoidentificación 
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Peces_c,1,Listado taxonómico de condrictios,2020,"Sharks, rays, and chimaeras of the Revillagigedo National Park: An update of new and confirmed records","E.E. Becerril-García, E.M. Hoyos-Padilla, B. Henning, P. Salinas-De León","El Parque Nacional del Archipiélago de Revillagigedo es la mayor Área Marina Protegida de Norteamérica en la que está prohibida la pesca y es esencial para la conservación de la megafauna marina en peligro de extinción a nivel mundial, incluidos cetáceos, aves marinas y peces cartilaginosos. El presente trabajo informa de la presencia de 28 especies de Condrictios, incluyendo 19 tiburones, siete batoideos y dos quimeras en el Archipiélago de Revillagigedo, incluyendo ocho nuevos registros y una breve revisión de las especies confirmadas hasta la fecha.",Registros con imagenes y vídeos 
Revillagigedo,Benedicto,NA,SB,NA,NA,Directo,Tesis de maestría,Peces_c,1,Bioquímica,2020,Diferencias de glucógeno y estrés oxidativo en músculo de Mobula birostris asociado al turismo en el Archipiélago de Revillagigedo.,C. Hernández-Navarro,"En el Archipiélago de Revillagigedo se ha registrado un incremento en el turismo de buceo que podría resultar en una condición estresante para las mantas gigantes (Mobula birostris). El objetivo de esta investigación fué determinar la presencia del estrés oxidativo y la concentración de glucógeno muscular de las mantas gigantes durante periodos con diferente intensidad de turismo en las Islas Revillagigedo. Se realizaron dos muestreos en el año 2019, obteniendo un total de 21 biopsias de músculo de diferentes mantas. La presencia del estrés oxidativo se evaluó mediante la actividad de catalasa (CAT) y el glucógeno se determinó a través del kit modificado Glycogen assay. Los resultados para el estrés oxidativo fueron: 1) un mayor nivel de actividad CAT en el periodo con menor intensidad de turismo (2819.67±1015.03 U CAT/mg tejido) en comparación con mayor turismo (1382.33 ± 700.59 U CAT/mg tejido). Sugiriendo el Síndrome General de Adaptación, llevándose a cabo la etapa de reacción de alarma en donde se registran mayores unidades de CAT en el músculo de las mantas gigantes al inicio de la temporada de turismo. La etapa de resistencia es donde disminuyen las unidades de CAT debido a una adaptación al agente estresor a pesar del aumento del turismo. Por lo tanto, se infiere que las mantas gigantes están respondiendo adecuadamente al estrés oxidativo debido al aumento de turismo e incluso, que el aumento de las unidades de CAT detectado se encuentre dentro del rango de tolerancia del organismo. Y, 2) diferencias estadísticas de machos (p = 0.0005) entre los periodos de diferente intensidad de turismo; y morfotipos chevrón y negra (p = 0.0313). Con base en observaciones de cortejo en octubre, las diferencias de CAT entre los machos pueden deberse a que, se aproximen las fechas de reproducción en noviembre (registro de aumento en unidades de CAT) y esta actividad resulte estresante o implique una mayor actividad física. 3) El causante de las diferencias de CAT entre los morfotipos, negro y chevrón, es desconocido. Con respecto al glucógeno, no se detectaron diferencias estadísticas entre los periodos de turismo (p = 0.1230), así como entre los grupos estudiados, pudiendo inferir que este polisacárido, en las mantas gigantes, es un metabolito incapaz de reflejar estados de estrés. A pesar del factor antropogénico, el estrés tiene un origen multifactorial el cual puede verse afectado, principalmente, por la filogenia, la alimentación y el ambiente.",La presencia del estrés oxidativo se evaluó mediante la actividad de catalasa (CAT) y el glucógeno se determinó a través del kit modificado Glycogen assay. 
Revillagigedo,"Socorro, Benedicto y Roca Partida ",RP,SB,S,NA,Directo,Artículo,Peces_c,1,Telemetría,2020,Shark movements in the Revillagigedo Archipielago and connectivity  with the Eastern Tropical Pacific,"Lara-Lizardi, F., Hoyos-Padilla, M., Hearn, A., Klimley, P., Galván-Magaña, F., Arauz, R., Bessudo, S., Castro, E., Clua, E., Espinoza, E., Fischer, C., Peñaherrera-Palma, C., Steiner, T. y Ketchum, J.","Los desplazamientos de larga distancia de los tiburones dentro y entre las islas plantean importantes retos a los gestores de recursos que trabajan con especies altamente migratorias. Cuando las zonas de prohibición de captura no cubren las áreas críticas que los tiburones utilizan como parte de su ciclo vital, la exposición a las actividades pesqueras puede ser significativa. Los movimientos de los tiburones entre las Áreas Marinas Protegidas (AMP) del Pacífico Oriental Tropical (POT) se han estudiado durante varios años, sin embargo se sabe poco sobre la fuerza de la conectividad entre estas islas. Analizamos el extenso conjunto de datos de telemetría ultrasónica de MigraMar para evaluar cómo los tiburones de Galápagos (Carcharhinus galapagensis) y los tiburones sedosos (Carcharhinus falciformis) utilizan diferentes islas como puntos de paso durante sus migraciones dentro del Parque Nacional Revillagigedo y otras islas del POT. De los 66 tiburones monitoreados, el 63,5% se desplazaba dentro de la misma isla, el 25,4% entre dos islas o más y sólo el 10,1% a través de diferentes AMP. Un C. falciformis marcado en la isla Roca Partida, Revillagigedo, viajó al atolón Clipperton y otro marcado en la isla Darwin viajó al atolón en dos años diferentes. El mayor movimiento de C. galapagensis lo realizó un tiburón marcado en la isla Socorro, Revillagigedo, detectado posteriormente en Clipperton y registrado finalmente en la isla Darwin, Galápagos. Este último trayecto fue, de hecho, uno de los movimientos más largos jamás registrados para la especie. Aunque la dispersión a larga distancia no fue habitual, nuestros resultados ponen de relieve la necesidad de cooperación entre los distintos países para garantizar una protección adecuada de los tiburones en forma de vías de natación y otras herramientas de conservación en el POT.",Marcas ultrasónicas
Revillagigedo y Clipperton ,Todas,RP,SB,S,C,Comparación,Artículo,Peces_c,1,Metales pesados tiburones ,2020,Trophic resources and mercury exposure of two silvertip shark populations in the Northeast Pacific Ocean,"G. Le Croizier *, A. Lorrain, G. Schaal, J. Ketchum, M. Hoyos-Padilla, L. Besnard, J. Munaron, F. Le Loc’h, D. Point","Las poblaciones mundiales de tiburones han experimentado un rápido declive en las últimas décadas, debido principalmente a la sobrepesca. Por ello, las áreas marinas protegidas (AMP) se han convertido en una herramienta indispensable para la protección de estos depredadores marinos. Dos AMP creadas recientemente en el Pacífico nororiental, el Parque Nacional de Revillagigedo y el atolón de Clipperton, se caracterizan por estructuras tróficas diferentes que pueden influir en el nicho trófico y la exposición a contaminantes de los tiburones residentes en estos dos lugares. En este contexto, utilizamos análisis de isótopos estables de carbono (d13C) y nitrógeno (d15N), así como concentraciones totales de mercurio ([THg]) para evaluar el efecto del lugar de alimentación en el nicho trófico y los niveles de Hg de los tiburones punta de plata (ST) juveniles Carcharhinus albimarginatus. Analizando muestras de clips de aletas de Revillagigedo y Clipperton, descubrimos que el d15N de los tiburones variaba espacialmente en relación con las líneas de base de d15N, lo que sugería una posición trófica similar en ambas AMP. Además, los valores de d13C indicaban que los tiburones ST de Revillagigedo se alimentarían de diferentes redes tróficas (es decir, tanto bentónicas como pelágicas), mientras que los individuos de Clipperton sólo dependerían de las redes tróficas bentónicas. Estas diferencias entre las AMP dieron lugar a un débil solapamiento de nichos isotópicos entre las dos poblaciones, lo que pone de relieve la residencia en el lugar de los tiburones ST juveniles. Dentro de cada población, [THg] no se correlacionó con los trazadores tróficos (d15N y d13C) y también fue similar entre poblaciones. Este estudio no reveló ninguna influencia del lugar o de la red alimentaria en [THg] y plantea la cuestión del origen de la exposición al Hg de las poblaciones de tiburones de arrecife en el Océano Pacífico Nororiental.",Isótopos estables de nitrógeno (?15N) y carbono (?13C) Y  [THg]
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Invertebrados,1,Cambio climático ,2020,Assessing opportunities to support coral reef climate change refugia in MPAs: A case study at the Revillagigedo Archipelago,"A.L. Carter, A. Wilson, M. Bello, E. M. Hoyos-Padilla, M. Inall, J. Ketchum, A. Schurer, A. Tudhope","Los refugios de arrecifes de coral son hábitats que poseen características físicas, biológicas y ecológicas que los hacen relativamente resistentes al futuro cambio climático. La identificación de los lugares de refugio será importante para garantizar una planificación adecuada de la conservación marina con el fin de proteger los sitios donde los ecosistemas coralinos estarán mejor preservados ahora y en el futuro. Este artículo presenta (1) una revisión de los conocimientos actuales sobre las condiciones oceanográficas y la comunidad coralina en el Área Marina Protegida a Gran Escala del Archipiélago de Revillagigedo, (2) la primera evaluación del potencial del Archipiélago de Revillagigedo para actuar como lugar de refugio climático para corales y arrecifes de coral en el Pacífico oriental tropical, y (3) las consiguientes oportunidades de gestión y aprendizaje, para informar sobre la conservación de los arrecifes tanto a nivel local como global. Gracias a la bibliografía publicada, a los datos medioambientales obtenidos a distancia e in situ y a las observaciones sobre el terreno, se descubrió que la zona de Revillagigedo presenta una combinación de características distintivas en la comunidad coralina y en los procesos oceanográficos que favorecen las condiciones de refugio. El potencial de refugio se ve reforzado por la ausencia de factores antropogénicos secundarios significativos. Esto nos lleva a recomendar que el Revillagigedo se convierta en un ""lugar centinela"" de importancia mundial en el que, mediante un seguimiento a largo plazo de las condiciones oceanográficas y de los ecosistemas coralinos y asociados, se puedan cuantificar los efectos del cambio climático y determinar la eficacia de los atributos específicos de los refugios. Esta información puede utilizarse para respaldar el reconocimiento de posibles refugios coralinos en otros lugares y para orientar la designación de AMP y las decisiones de gestión para aumentar su eficacia.",Revisión bibliografía de datos medioambientales y a las observaciones sobre el terreno
